#        N                   Error        Compute time [s]
        10    0.33277440816164E-01    0.00000000000000E+00
       100    0.10582997929305E-02    0.00000000000000E+00
      1000    0.33316144254059E-04    0.00000000000000E+00
     10000    0.25802935397223E-05    0.00000000000000E+00
    100000    0.58436062317924E-05    0.00000000000000E+00
   1000000    0.59172202600166E-03    0.31250000000000E-01
