Time [JD],Time [UTC],Tag,Mass [kg],posx [code],posy [code],posz [code],velx [code],vely [code],velz [code],accx [code],accy [code],accz [code]
2444143.5,1979-09-27,10,721.9,-645802622.3473685,407391204.47963226,177070825.06232557,-654827.7033083651,-262317.4174926199,-101391.16211866576,1290.6711610340644,-89.20043079322981,469.0092777770562
2444144.5,1979-09-28,10,721.9,-646456793.864653,407128834.5535767,176969653.13599664,-653520.3652210634,-262414.2483469155,-100937.90062379293,1287.213113125123,-67.49744154006663,507.12454998386033
2444145.5,1979-09-29,10,721.9,-647109659.1577967,406866378.46386904,176868952.62288222,-652215.5508263865,-262489.5398567654,-100447.44336946304,1283.505571638341,-45.241209254960694,547.5764262204511
2444146.5,1979-09-30,10,721.9,-647761220.8293287,406603858.03626615,176768761.8231364,-650913.4411562856,-262542.7245413022,-99917.51506378266,1279.5238608037707,-22.440924630472317,590.5455279795945
2444147.5,1979-10-01,10,721.9,-648411481.6709918,406341295.6626145,176669121.39766648,-649614.2358244428,-262573.24032748496,-99345.66396963598,1275.2405903966107,0.8878788272094218,636.2282088657607
2444148.5,1979-10-02,10,721.9,-649060444.6832551,406078714.2928725,176570074.5521272,-648318.1551248034,-262580.5362245636,-98729.24635919105,1270.6253340221656,24.72196245627774,684.8379375011347
2444149.5,1979-10-03,10,721.9,-649708113.0970393,405816137.4208803,176471667.23715463,-647025.4423859717,-262564.0792512016,-98065.40955870754,1265.6442689522912,49.02876275790115,736.6067702922873
2444150.5,1979-10-04,10,721.9,-650354490.3979259,405553589.0625142,176373948.36630318,-645736.3666133636,-262523.36285543855,-97351.07348025733,1260.2597735690686,73.7644676131537,791.7869069094626
2444151.5,1979-10-05,10,721.9,-650999580.3531532,405291093.7245986,176276970.05325294,-644451.2254546052,-262457.9171120838,-96582.9105400674,1254.4299783862473,98.87173362043046,850.6523155309852
2444152.5,1979-10-06,10,721.9,-651643387.0417428,405028676.3626431,176180787.86995175,-643170.3485274619,-262367.32103438716,-95757.32387102584,1248.1082666838897,124.27698062510225,913.5004070215666
2444153.5,1979-10-07,10,721.9,-652285914.8881365,404766362.3251035,176085461.1274444,-641894.1011534998,-262251.21739813057,-94870.42375127929,1241.2427210837716,149.88718918727164,980.6537266193066
2444154.5,1979-10-08,10,721.9,-652927168.6997732,404504177.2814352,175991053.18121016,-640622.8885445686,-262109.33054790966,-93918.00219419027,1233.7755130167122,175.58611525807316,1052.4616176091663
2444155.5,1979-10-09,10,721.9,-653567153.7090826,404242147.13069767,175897631.76287118,-639357.1604928523,-261941.48773864884,-92895.50568033852,1225.6422331313995,201.22982384700455,1129.3017928634622
2444156.5,1979-10-10,10,721.9,-654205875.6204247,403980297.88687015,175805269.34013155,-638097.4166183539,-261747.64466160358,-91798.00606379235,1216.7711624583228,226.64143027200862,1211.581725793428
2444157.5,1979-10-11,10,721.9,-654843340.662561,403718655.5363353,175714043.50674528,-636844.2122297959,-261527.91591435092,-90620.16975776054,1207.0824868284817,251.60492426350405,1299.739740655516
2444158.5,1979-10-12,10,721.9,-655479555.6472987,403457245.8621694,175624037.40416282,-635598.164855421,-261282.61129927117,-89356.22540563147,1196.487460991709,275.857939705378,1394.2456414493388
2444159.5,1979-10-13,10,721.9,-656114528.0350068,403196094.2289228,175535340.1762413,-634359.9614981561,-261012.27897478914,-87999.93038076856,1184.8875345231318,299.08332266607965,1495.6006666479468
2444160.5,1979-10-14,10,721.9,-656748266.0077573,402935225.3204756,175448047.45798016,-633130.3666638512,-260717.75663699134,-86544.53664287562,1172.1734595140183,320.8993449289518,1604.3364912049683
2444161.5,1979-10-15,10,721.9,-657380778.5508876,402674662.8222915,175362261.89860898,-631910.231200186,-260400.23207311833,-84982.7567234369,1158.2244109292747,340.8484129176825,1721.0129149192817
2444162.5,1979-10-16,10,721.9,-658012075.5438136,402414429.03796464,175278093.71844026,-630700.5019651102,-260061.31459694455,-83306.73093376409,1142.907165263136,358.3841377025085,1846.2137744532888
2444163.5,1979-10-17,10,721.9,-658642167.8609324,402154544.4283549,175195661.29762,-629502.2323144787,-259703.1190390883,-81507.99730582272,1126.0754028018082,372.85666767886033,1980.5404924968443
2444164.5,1979-10-18,10,721.9,-659271067.4834237,401895027.059851,175115091.79315904,-628316.5933550403,-259328.3641066565,-79577.46631077214,1107.5692246389697,383.49625120018965,2124.60252999331
2444165.5,1979-10-19,10,721.9,-659898787.6226875,401635891.94641787,175036521.77827477,-627144.8858463397,-258940.48702159664,-77505.40307836673,1087.2150089340405,389.39510492331664,2279.0038360761373
2444166.5,1979-10-20,10,721.9,-660525342.8559973,401377150.26813936,174960097.8949594,-625988.5525473607,-258543.77635924975,-75281.42068900856,1064.825773080758,389.48783188458424,2444.3241988512827
2444167.5,1979-10-21,10,721.9,-661150749.2747043,401118808.44705963,174885977.50663385,-624849.190683581,-258143.52488571318,-72894.4891554948,1040.2022605344257,382.53088281958924,2621.0941975268493
2444168.5,1979-10-22,10,721.9,-661775024.6449322,400860867.05942935,174814329.33253247,-623728.5640490192,-257746.20386221848,-70332.96597434842,1013.1350333990245,367.0819107968795,2809.7622607373714
2444169.5,1979-10-23,10,721.9,-662398188.5801319,400603319.5622221,174745334.03886756,-622628.6140464315,-257359.65964888112,-67584.6556155314,983.4079234817299,341.48036190297603,3010.652178815533
2444170.5,1979-10-24,10,721.9,-663020262.7240543,400346150.8113688,174679184.75361735,-621551.4686976498,-256993.33237092505,-64636.90701884171,950.8032719126431,303.8313026240269,3223.909350002432
2444171.5,1979-10-25,10,721.9,-663641270.9415815,400089335.3500717,174616087.46176797,-620499.4483172194,-256658.4947471116,-61476.76001905786,915.1094631705957,251.995330589511,3449.4341387557542
2444172.5,1979-10-26,10,721.9,-664261239.5133684,399832835.44849396,174556261.2259093,-619475.0661323165,-256368.50673100245,-58091.15350898837,876.131320066818,183.58845485106087,3686.801097275296
2444173.5,1979-10-27,10,721.9,-664880197.3283095,399576598.88196886,174499938.16328198,-618481.0216551964,-256139.07816899556,-54467.20985327899,833.7039501998872,95.99703478205883,3935.163594167732
2444174.5,1979-10-28,10,721.9,-665498176.0653951,399320556.44475317,174447363.09502643,-617520.1840906298,-255988.5270282584,-50592.61123585112,787.7105891985359,-13.585858722553613,4193.144785163362
2444175.5,1979-10-29,10,721.9,-666115210.3535278,399064619.2115686,174398792.76724985,-616595.5625325465,-255938.0147401889,-46456.08373641734,738.1048271645421,-148.09513743401732,4458.718045012753
2444176.5,1979-10-30,10,721.9,-666731337.8943579,398808675.58115846,174354494.5279927,-615710.2592474654,-256011.7328232112,-42048.00325727675,684.9372765119281,-310.49120232376083,4729.08312897008
2444177.5,1979-10-31,10,721.9,-667346599.5292693,398552588.16617143,174314744.33147505,-614867.4020774909,-256237.0064306004,-37361.133020145695,628.386181404956,-503.6122243199576,5000.548521198004
2444178.5,1979-11-01,10,721.9,-667961039.227587,398296190.6327976,174279823.93442318,-614070.0520951895,-256644.27146954057,-32391.49412398512,568.7906304323046,-729.9749480219417,5268.43551718962
2444179.5,1979-11-02,10,721.9,-668574703.9693359,398039284.6417281,174250017.1532763,-613321.0833307913,-257266.8737141686,-27139.35748776008,506.68389994172566,-991.521900121658,5527.0250714259755
2444180.5,1979-11-03,10,721.9,-669187643.4931779,397781637.09754694,174225605.0711698,-612623.0329272588,-258140.6329129122,-21610.326567369462,442.82308451405,-1289.320067791266,5769.57328314872
2444181.5,1979-11-04,10,721.9,-669799909.8794806,397522977.97247225,174206860.1258868,-611977.9227079496,-259303.11511915657,-15816.455452305388,378.209741584954,-1623.2266791163515,5988.4239251505405
2444182.5,1979-11-05,10,721.9,-670411556.9410443,397262999.0250238,174194039.080081,-611387.0570187126,-260792.5658475058,-9777.317605996825,314.0951233444073,-1991.5511780197899,6175.244427419882
2444183.5,1979-11-06,10,721.9,-671022639.4011322,397001353.7735315,174187374.9763858,-610850.8067726062,-262646.4787338683,-3520.9099463187267,251.96318011123918,-2390.7570326234786,6321.402855992119
2444184.5,1979-11-07,10,721.9,-671633211.851223,396737659.0938789,174187068.31127977,-610368.3954715963,-264899.81168771326,2915.748998349939,193.48546527454474,-2815.2592137392153,6418.486025880198
2444185.5,1979-11-08,10,721.9,-672243327.4997959,396471498.77440166,174193277.81423423,-609937.708733772,-267582.9150058283,9486.481291686858,140.44482681517508,-3257.3781919508283,6458.933203188069
2444186.5,1979-11-09,10,721.9,-672853036.7478061,396202429.264346,174206111.37488624,-609555.1531722582,-270719.2991981664,16136.417623415062,94.62944809437231,-3707.503985915307,6436.729210458735
2444187.5,1979-11-10,10,721.9,-673462385.6540536,395929987.68890077,174225617.79351732,-609215.5917102668,-274323.4345305858,22803.17757128057,57.70488455785466,-4154.500730728462,6348.072008841487
2444188.5,1979-11-11,10,721.9,-674071414.3804164,395653701.97968006,174251780.10551912,-608912.3790425765,-278398.8246220581,29418.79622431907,31.077967393321842,-4586.344148002528,6191.912329547921
2444189.5,1979-11-12,10,721.9,-674680155.7275715,395373102.7079521,174284511.2162059,-608637.5121381233,-282936.61564642435,35912.331235761216,15.770991294023945,-4990.937694749947,5970.26559734226
2444190.5,1979-11-13,10,721.9,-675288633.8807853,395087735.9492071,174323652.4566898,-608381.8968924582,-287914.9764479935,42212.972119258004,12.325667847910129,-5357.009788362638,5688.223740964158
2444191.5,1979-11-14,10,721.9,-675896863.4783111,394797176.302818,174368975.43415108,-608135.7153594135,-293299.40796298464,48253.37319554636,20.75289596257823,-5674.967933046446,5353.6433023201425
2444192.5,1979-11-15,10,721.9,-676504849.0905331,394501039.0887913,174420187.22738954,-607888.8618425444,-299044.0213120744,53972.8694681238,40.536866277351756,-5937.585920751136,4976.545148293805
2444193.5,1979-11-16,10,721.9,-677112585.1588489,394198990.7772657,174476938.62255636,-607631.4043879189,-305093.68539356015,59320.23087438659,70.69223142760202,-6140.4294421807335,4568.313919440859
2444194.5,1979-11-17,10,721.9,-677720056.3957083,393890756.87884665,174538834.75926706,-607354.0239573172,-311386.81784671696,64255.6703696861,109.86373332372668,-6281.975634294152,4140.817337566253
2444195.5,1979-11-18,10,721.9,-678327238.5998429,393576126.805971,174605447.32445163,-607048.3879128161,-317858.507603651,68751.9329023119,156.4512797740848,-6363.438750059657,3705.568995537889
2444196.5,1979-11-19,10,721.9,-678934099.8019776,393254955.5530706,174676327.32943112,-606707.4261847342,-324443.6312433089,72794.42898383661,208.74137725837508,-6388.3617844686,3273.0352491564727
2444197.5,1979-11-20,10,721.9,-679540601.6323012,392927162.37275875,174751017.5425642,-606325.494504704,-331079.66025171755,76380.50646789363,265.02793308032506,-6362.061856345701,2852.1470949867585
2444198.5,1979-11-21,10,721.9,-680146700.7939484,392592726.8913396,174829063.80248457,-605898.4254890836,-337708.9372852507,79518.05076109205,323.71042086476524,-6291.022465994867,2450.034281748307
2444199.5,1979-11-22,10,721.9,-680752350.5351741,392251683.2757299,174910024.66204777,-605423.481795216,-344280.3025224078,82223.65298178598,383.36344497653045,-6182.312462705232,2071.962320085551
2444200.5,1979-11-23,10,721.9,-681357502.0324658,391904113.127306,174993479.06117046,-604899.2340688269,-350750.05155100557,84520.58775815199,442.7772366665967,-6043.087569955543,1721.429638134515
2444201.5,1979-11-24,10,721.9,-681962105.6221398,391550137.75010103,175079031.95526236,-604325.3895821491,-357082.28583332006,86436.80842516337,500.9725888263634,-5880.203843178317,1400.3727922687103
2444202.5,1979-11-25,10,721.9,-682566111.8439447,391189910.34813744,175166318.0070777,-603702.5962149699,-363248.7670303949,88003.11324032488,557.1959009923418,-5699.94954002683,1109.4296105699868
2444203.5,1979-11-26,10,721.9,-683169472.2831584,390823608.5799337,175255003.57197046,-603032.2422860401,-369228.407536021,89251.57712678693,610.9005894864454,-5507.885627942357,848.2190793780146
2444204.5,1979-11-27,10,721.9,-683772140.2155529,390451427.7639656,175344787.27150825,-602316.2672914516,-375006.5274091592,90214.29049685525,661.7205996634564,-5308.7759932727195,615.6085079179602
2444205.5,1979-11-28,10,721.9,-684374071.0718333,390073574.9060365,175435399.4683076,-601556.9931184584,-380573.99072382407,90922.40589470419,709.4406493267987,-5106.5851712000685,409.949963761378
2444206.5,1979-11-29,10,721.9,-684975222.7451872,389690263.6187343,175526600.93934396,-600756.9805770735,-385926.31001192814,91405.46607935932,753.9665456505694,-4904.522253896073,229.27743788479953
2444207.5,1979-11-30,10,721.9,-685575555.7684168,389301709.9280775,175618181.00913325,-599918.9124862931,-391062.7819501785,91690.97236738555,795.2977191699505,-4705.112762710941,71.46305714729081
2444208.5,1979-12-01,10,721.9,-686175033.3869493,388908128.9119333,175709955.35902524,-599045.5021025587,-395985.694500764,91804.14677009873,833.5031416082386,-4510.284287426314,-65.66497716483131
2444209.5,1979-12-02,10,721.9,-686773621.5519373,388509732.0850351,175801763.68224213,-598139.4242318732,-400699.6271699926,91767.84261147268,868.7010771703575,-4321.455681718497,-184.23771341510587
2444210.5,1979-12-03,10,721.9,-687371288.8545544,388106725.4316633,175893467.3111652,-597203.2656925702,-405210.85231441824,91602.56320087539,901.042639843642,-4139.623061033297,-286.2881490978767
2444211.5,1979-12-04,10,721.9,-687968006.4191173,387699307.9846047,175984946.90626466,-596239.4916569404,-409526.83608311013,91326.55471349864,930.6988463989676,-3965.4385848035677,-373.71547587137997
2444212.5,1979-12-05,10,721.9,-688563747.769249,387287670.8538812,176076100.26585796,-595250.4245945084,-413655.8318351998,90955.94632700479,957.8507145206898,-3799.280016131597,-448.26561902238313
2444213.5,1979-12-06,10,721.9,-689158488.6781838,386871996.61781687,176166840.29239056,-594238.2329133608,-417606.55582310585,90504.91706455727,982.68191124577,-3641.3104327367932,-511.52363028284117
2444214.5,1979-12-07,10,721.9,-689752207.0116308,386452459.0000437,176257093.13340542,-593204.926841186,-421387.9337707864,89985.87430461166,1005.3734716427883,-3491.5283428091543,-564.9143496451119
2444215.5,1979-12-08,10,721.9,-690344882.5693723,386029222.767511,176346796.5028213,-592152.3595364514,-425008.90703911043,89409.63341181063,1026.1001544823116,-3349.808967890602,-609.7085505251214
2444216.5,1979-12-09,10,721.9,-690936496.9299835,385602443.79553384,176435898.17955917,-591082.2318336983,-428478.287856166,88785.59145684738,1045.028062400166,-3215.937703990016,-647.0324735014378
2444217.5,1979-12-10,10,721.9,-691527033.3016449,385172269.25586224,176524354.67501682,-589996.0993868468,-431804.6542451228,88121.89064324768,1062.3132174059422,-3089.636850440475,-677.8792216162801
2444218.5,1979-12-11,10,721.9,-692116476.3809441,384738837.8924538,176612130.0576063,-588895.3812752293,-434996.27657109813,87425.56899275394,1078.1008421112858,-2970.586669312003,-703.1209391855591
2444219.5,1979-12-12,10,721.9,-692704812.2207551,384302280.3570328,176699194.9208997,-587781.3693809101,-438061.06890558667,86702.69720569205,1092.525149590479,-2858.4417527970263,-723.5210401990433
2444220.5,1979-12-13,10,721.9,-693292028.1076955,383862719.58268845,176785525.48137885,-586655.2380386812,-441006.55958993663,85958.50154067007,1105.709489249576,-2752.8435628956545,-739.7460091471837
2444221.5,1979-12-14,10,721.9,-693878112.4492433,383420271.1788145,176871102.7919798,-585518.053609475,-443839.87642813235,85197.47316040525,1117.76673257303,-2653.429886630392,-752.3764839156937
2444222.5,1979-12-15,10,721.9,-694463054.6703048,382975043.834773,176955912.05828533,-584370.7837414639,-446567.74284085433,84423.46475671254,1128.7998118682974,-2559.8418326200413,-761.917462901843
2444223.5,1979-12-16,10,721.9,-695046845.1188369,382527139.7229211,177039942.04515418,-583214.3061679056,-449196.48207060655,83639.77546702247,1138.9023481335882,-2471.7288874533215,-768.8075699347187
2444224.5,1979-12-17,10,721.9,-695629474.9800094,382076654.89420456,177123184.56264302,-582049.4169529896,-451732.0271535,82849.22517955767,1148.1593219746262,-2388.75245574445,-773.4273715974952
2444225.5,1979-12-18,10,721.9,-696210936.1983273,381623679.6615314,177205634.02118647,-580876.8381416847,-454179.93488287134,82054.21933306556,1156.6477550757927,-2310.58822670165,-776.1067805079123
2444226.5,1979-12-19,10,721.9,-696791221.4071069,381168298.96768385,177287287.04709062,-579697.2248010542,-456545.4024001187,81256.80527761698,1164.4373799521504,-2236.9276419350285,-777.1316013980619
2444227.5,1979-12-20,10,721.9,-697370323.8647004,380710592.73571616,177368142.15042868,-578511.1714620171,-458833.2853751213,80458.72119509082,1171.591283302336,-2167.478682869266,-776.7492892213467
2444228.5,1979-12-21,10,721.9,-697948237.3968774,380250636.2006787,177448199.43838394,-577319.2179846608,-461048.1169970243,79661.43849513492,1178.1665138464089,-2101.966150045104,-775.1739935164384
2444229.5,1979-12-22,10,721.9,-698524956.3448021,379788500.222178,177527460.36795536,-576121.8548789744,-463194.12719880196,78866.19851373642,1184.2146495486963,-2040.1315692814546,-772.590963412352
2444230.5,1979-12-23,10,721.9,-699100475.5180798,379324251.5777709,177605927.53272146,-574919.5281177583,-465275.2616967168,78074.04425296561,1189.7823219723928,-1981.7328297036443,-769.1603847711009
2444231.5,1979-12-24,10,721.9,-699674790.152382,378857953.23754483,177683604.47905222,-573712.6434806333,-467295.20054762776,77285.84781563948,1194.9116974861993,-1926.543634741724,-765.0207162949912
2444232.5,1979-12-25,10,721.9,-700247895.8712026,378389664.6204794,177760495.54777035,-572501.5704683603,-469257.3760204949,76502.3341096882,1199.640916370656,-1874.3528282552288,-760.2915858380796
2444233.5,1979-12-26,10,721.9,-700819788.6513319,377919441.83335096,177836605.7377998,-571286.645825717,-471164.98964942386,75724.1013249452,1204.0044917270982,-1824.963643001766,-755.0763022316779
2444234.5,1979-12-27,10,721.9,-701390464.7916775,377447337.8930441,177911940.58880782,-570068.1767094015,-473021.02838903986,74951.63862026902,1208.0336706058247,-1778.1929069503094,-749.4640320355337
2444235.5,1979-12-28,10,721.9,-701959920.8850921,376973402.93319154,177986506.08025345,-568846.4435351933,-474828.2798327657,74185.34140124769,1211.756760041206,-1733.8702337968246,-743.5316849886688
2444236.5,1979-12-29,10,721.9,-702528153.7929049,376497684.39608705,178060308.544609,-567621.7025361025,-476589.3464837703,73425.52451786914,1215.1994207824073,-1691.8372169414133,-737.3455466887672
2444237.5,1979-12-30,10,721.9,-703095160.6218802,376020227.2108145,178133354.59282613,-566394.1880606615,-478306.65908939095,72672.43366695539,1218.3849314938736,-1651.9466407058846,-730.9626922414074
2444238.5,1979-12-31,10,721.9,-703660938.7033594,375541073.9585177,178205651.05038255,-565164.1146379499,-479982.48906462017,71926.25524526999,1221.3344261083766,-1614.0617183641082,-724.4322103108201
2444239.5,1980-01-01,10,721.9,-704225485.574362,375060265.0257037,178277204.90247288,-563931.6788334752,-481618.9600402817,71187.12486542319,1224.067106876324,-1578.0553633518293,-717.7962631658858
2444240.5,1980-01-02,10,721.9,-704788798.9604508,374577838.74643385,178348023.2471039,-562697.0609177006,-483218.05857796397,70455.13471743511,1226.6004354883378,-1543.8094975983258,-711.0910049242212
2444241.5,1980-01-03,10,721.9,-705350876.7601795,374093831.5342112,178418113.25502375,-561460.4263668302,-484781.6440975391,69730.33993352734,1228.9503044678986,-1511.2143991075945,-704.3473772204137
2444242.5,1980-01-04,10,721.9,-705911717.0309691,373608278.0043283,178487482.13556036,-560221.9272134645,-486311.45806486614,69012.76409189706,1231.1311908476443,-1480.1680895744328,-697.5917989238432
2444243.5,1980-01-05,10,721.9,-706471317.9762655,373121211.08738923,178556137.1075704,-558981.7032629008,-487809.1324876032,68302.40397643116,1233.1562939626126,-1450.5757618438208,-690.8467642683062
2444244.5,1980-01-06,10,721.9,-707029677.9338549,372632662.13467324,178624085.37480813,-557739.8831891945,-489276.1977663377,67599.23369313935,1235.0376590211274,-1422.3492463257714,-684.1313617919402
2444245.5,1980-01-07,10,721.9,-707586795.3652215,372142661.0159613,178691334.1051169,-556496.5855235906,-490714.08994681266,66903.20823016678,1236.7862879516504,-1395.4065149963183,-677.4617247859873
2444246.5,1980-01-08,10,721.9,-708142668.8458451,371651236.2104005,178757890.41292685,-555251.9195465851,-492124.1574171054,66214.26653627923,1238.4122388727963,-1369.6712212970922,-670.8514224821248
2444247.5,1980-01-09,10,721.9,-708697297.0563487,371158414.8909407,178823761.34461117,-554005.9860936614,-493507.6670913938,65532.33418242282,1239.9247153951928,-1345.072274050598,-664.3117999404958
2444248.5,1980-01-10,10,721.9,-709250678.7744124,370664223.0028348,178888953.86631384,-552758.8782836616,-494865.81011954823,64857.32566211293,1241.3321468369597,-1321.5434434048725,-657.8522735078004
2444249.5,1980-01-11,10,721.9,-709802812.8673823,370168685.3366589,178953474.853913,-551510.6821777845,-496199.7071593189,64189.14637879772,1242.6422603199032,-1299.0229967854302,-651.4805877734017
2444250.5,1980-01-12,10,721.9,-710353698.2855065,369671825.59627104,179017331.08482885,-550261.4773763361,-497510.4132454154,63527.69436179604,1243.8621456097112,-1277.4533628458296,-645.203039140722
2444251.5,1980-01-13,10,721.9,-710903334.0557408,369173666.4620947,179080529.2314238,-549011.3375595897,-498798.92228735186,62872.861746776915,1244.9983134702434,-1256.7808214563893,-639.0246704332185
2444252.5,1980-01-14,10,721.9,-711451719.2760702,368674229.6500836,179143075.8557758,-547760.3309784264,-500066.171225589,62224.53605189746,1246.0567482184492,-1236.9552178427941,-632.9494403533223
2444253.5,1980-01-15,10,721.9,-711998853.1102985,368173535.9666939,179204977.40563482,-546508.5208998199,-501313.04387326795,61582.60127653841,1247.0429550916065,-1217.9296990743062,-626.9803710954021
2444254.5,1980-01-16,10,721.9,-712544734.7832632,367671605.36016643,179266240.211397,-545255.9660116826,-502540.3744687149,60946.938845974604,1247.9620029719297,-1199.660471198677,-621.1196769682039
2444255.5,1980-01-17,10,721.9,-713089363.5764377,367168456.9683952,179326870.4839536,-544002.720791114,-503748.95096190646,60317.42842221177,1248.8185629540326,-1182.1065754232534,-615.3688764984016
2444256.5,1980-01-18,10,721.9,-713632738.823885,366664109.1636368,179386874.31328982,-542748.8358396591,-504939.51805622655,59693.94859853919,1249.6169431878332,-1165.2296818455545,-609.7288901560705
2444257.5,1980-01-19,10,721.9,-714174859.9085315,366158579.5942959,179446257.66772524,-541494.3581888066,-506112.78002511576,59076.37749303212,1250.3611203823361,-1148.9938993394846,-604.2001255576583
2444258.5,1980-01-20,10,721.9,-714715726.2587346,365651885.2240019,179505026.39370185,-540239.331578617,-507269.4033216122,58464.59325423581,1251.0547683138507,-1133.365600303444,-598.7825517558597
2444259.5,1980-01-21,10,721.9,-715255337.3451146,365144042.3681752,179563186.216038,-538983.7967120679,-508410.0189972989,57858.47449053101,1251.7012836449876,-1118.3132590729053,-593.4757640134314
2444260.5,1980-01-22,10,721.9,-715793692.6776325,364635066.7282667,179620742.7385769,-537727.7914874383,-509535.2249458089,57257.90063318189,1252.3038093276955,-1103.80730289158,-588.2790402743647
2444261.5,1980-01-23,10,721.9,-716330791.8028885,364124973.4238369,179677701.44516823,-536471.3512108116,-510645.58798478014,56662.75224176836,1252.8652558342155,-1089.8199744217832,-583.1913903872478
2444262.5,1980-01-24,10,721.9,-716866634.3016257,363613777.02263117,179734067.70092914,-535214.508790568,-511741.64578899863,56072.91125957849,1253.3883204337353,-1076.3252048557092,-578.2115989983647
2444263.5,1980-01-25,10,721.9,-717401219.7864189,363101491.56879336,179789846.75373778,-533957.2949155419,-512823.90868640743,55488.26122555995,1253.8755047093116,-1063.2984967650673,-573.3382629132861
2444264.5,1980-01-26,10,721.9,-717934547.899535,362588130.60934854,179845043.73591942,-532699.7382183573,-513892.8613276888,54908.68744858067,1254.3291304890147,-1050.716815896914,-568.5698236227948
2444265.5,1980-01-27,10,721.9,-718466618.3109497,362073707.21907735,179899663.6660896,-531441.8654252968,-514948.96423923626,54334.07714901181,1254.7513543469445,-1038.558491188708,-563.9045955997167
2444266.5,1980-01-28,10,721.9,-718997430.716509,361558234.0238931,179953711.45112437,-530183.7014939288,-515992.6552685207,53764.31957200507,1255.1441808134098,-1026.8031223358887,-559.3407908958364
2444267.5,1980-01-29,10,721.9,-719526984.8362216,361041723.2228252,180007191.88823086,-528925.2697395956,-517024.35093010723,53199.306076278284,1255.5094744191051,-1015.4314943007843,-554.8765405008227
2444268.5,1980-01-30,10,721.9,-720055280.4126736,360524186.60870403,180060109.6670958,-527666.5919517576,-518044.4476599018,52638.930201737734,1255.8489706851708,-1004.4254982027754,-550.5099128666849
2444269.5,1980-01-31,10,721.9,-720582317.2095546,360005635.5876358,180112469.37209216,-526407.6885010907,-519053.3229845805,52083.08771884208,1256.164286159503,-993.7680580765198,-546.2389299504306
2444270.5,1980-02-01,10,721.9,-721108095.010287,359486081.19734865,180164275.48452687,-525148.5784381506,-520051.3366125873,51531.676662243764,1256.4569275894864,-983.4430630281621,-542.0615810834345
2444271.5,1980-02-02,10,721.9,-721632613.6167506,358965534.1244854,180215532.38491544,-523889.27958433534,-521038.83145256544,50984.5973509218,1256.7283003120874,-973.4353043588542,-537.9758349374484
2444272.5,1980-02-03,10,721.9,-722155872.8480934,358444004.7209124,180266244.35527048,-522629.8086158141,-522016.1345646093,50441.752396738666,1256.9797159341445,-963.7304172610891,-533.9796498236564
2444273.5,1980-02-04,10,721.9,-722677872.5396249,357921503.0191101,180316415.58139375,-521370.1811410207,-522983.5580492932,49903.046703108485,1257.212399368387,-954.3148267263728,-530.070982531853
2444274.5,1980-02-05,10,721.9,-723198612.5417827,357398038.74670357,180366050.15516266,-520110.4117722602,-523941.39987903036,49368.387455249125,1257.4274952841715,-945.175697333041,-526.2477958912948
2444275.5,1980-02-06,10,721.9,-723718092.7191685,356873621.3401901,180415152.07680306,-518850.51419192273,-524889.9446759559,48837.68410330319,1257.6260740261348,-936.3008866106551,-522.5080652124055
2444276.5,1980-02-07,10,721.9,-724236312.9496481,356348259.95791423,180463725.25714234,-517590.501213754,-525829.4644401917,48310.84833944874,1257.8091370487175,-927.6789017026861,-518.8497837490144
2444277.5,1980-02-08,10,721.9,-724753273.1235102,355821963.49233836,180511773.51983687,-516330.3848395922,-526760.2192320477,47787.79406997707,1257.9776219098571,-919.2988590722939,-515.2709673037189
2444278.5,1980-02-09,10,721.9,-725268973.14268,355294740.5816534,180559300.60356942,-515070.1763119426,-527682.4578114348,47268.43738318895,1258.132406862947,-911.1504470171254,-511.7696580840089
2444279.5,1980-02-10,10,721.9,-725783412.9199835,354766599.6207707,180606310.16421276,-513809.88616272795,-528596.4182375094,46752.69651385081,1258.2743150824233,-903.2238907783088,-508.34392790369685
2444280.5,1980-02-11,10,721.9,-726296592.3784587,354237548.7717331,180652805.77695617,-512549.5242585242,-529502.328431335,46240.49180485575,1258.4041185549445,-895.5099200464758,-504.99188081270984
2444281.5,1980-02-12,10,721.9,-726808511.4507109,353707595.9735815,180698790.93839255,-511289.09984256135,-530400.4067041308,45731.74566664997,1258.5225416651347,-887.9997386837423,-501.71165522825237
2444282.5,1980-02-13,10,721.9,-727319170.0783079,353176748.95170933,180744269.06856415,-510028.6215737473,-531290.8622534833,45226.38253491084,1258.630264502128,-880.6849964952643,-498.50142563147364
2444283.5,1980-02-14,10,721.9,-727828568.2112135,352645015.22673666,180789243.51296502,-508768.09756294824,-532173.895629713,44724.32882689822,1258.7279259107197,-873.5577628975162,-495.3594038860586
2444284.5,1980-02-15,10,721.9,-728336705.8072554,352112402.12293196,180833717.54449973,-507507.5354067398,-533049.6991744249,44225.512896843684,1258.8161263087406,-866.6105023426813,-492.2838402283235
2444285.5,1980-02-16,10,721.9,-728843582.8316267,351578916.7762088,180877694.36539677,-506246.94221882545,-533918.4574331181,43729.86499069229,1258.8954302903026,-859.8360513698584,-489.2730239724088
2444286.5,1980-02-17,10,721.9,-729349199.2564164,351044566.1417227,180921177.10907674,-504986.3246593005,-534780.3475435905,43237.31720046804,1258.9663690327936,-853.2275971640864,-486.3252839689116
