Time [JD],Time [UTC],Tag,Mass [kg],posx [JPL],posy [JPL],posz [JPL],velx [JPL],vely [JPL],velz [JPL],SOI [approximation]
2443388.5,1977-09-02,4,1.898e+27,109587324.11937496,693863846.0641949,294767355.98801994,-1130398.3305768573,187136.50699132442,107766.07929151853,48214644.54815658
2443389.5,1977-09-03,4,1.898e+27,108456804.01474416,694050206.2988383,294874792.26635116,-1130641.449120854,185583.94380054847,107106.4589740157,48214644.54815658
2443390.5,1977-09-04,4,1.898e+27,107326042.08018813,694235013.915431,294981568.86944366,-1130881.9905004522,184031.27151486525,106446.72908357221,48214644.54815658
2443391.5,1977-09-05,4,1.898e+27,106195040.8926508,694418268.8067518,295087685.688533,-1131119.955157673,182478.493880838,105786.89123704312,48214644.54815658
2443392.5,1977-09-06,4,1.898e+27,105063803.02863073,694599970.8693246,295193142.61647105,-1131355.34354126,180925.61464244957,105126.94705034037,48214644.54815658
2443393.5,1977-09-07,4,1.898e+27,103932331.06417441,694780120.0034158,295297939.54772526,-1131588.156106669,179372.6375410903,104466.89813842735,48214644.54815658
2443394.5,1977-09-08,4,1.898e+27,102800627.57486948,694958716.1130321,295402076.3783775,-1131818.3933160584,177819.56631554602,103806.7461153135,48214644.54815658
2443395.5,1977-09-09,4,1.898e+27,101668695.13583809,695135759.1059176,295505553.0061232,-1132046.0556382777,176266.4047019863,103146.49259404893,48214644.54815658
2443396.5,1977-09-10,4,1.898e+27,100536536.32173021,695311248.8935512,295608369.3302703,-1132271.1435488584,174713.15643395283,102486.1391867193,48214644.54815658
2443397.5,1977-09-11,4,1.898e+27,99404153.70671692,695485185.3911444,295710525.2517383,-1132493.657530004,173159.82524234807,101825.68750444058,48214644.54815658
2443398.5,1977-09-12,4,1.898e+27,98271549.8644838,695657568.5176376,295812020.67305756,-1132713.5980705775,171606.4148554244,101165.13915735397,48214644.54815658
2443399.5,1977-09-13,4,1.898e+27,97138727.3682242,695828398.1956986,295912855.49836785,-1132930.965666095,170052.92899877316,100504.49575462118,48214644.54815658
2443400.5,1977-09-14,4,1.898e+27,96005688.79063265,695997674.3517195,296013029.63341767,-1133145.7608187124,168499.37139531414,99843.75890441924,48214644.54815658
2443401.5,1977-09-15,4,1.898e+27,94872436.70389822,696165396.9158138,296112542.9855633,-1133357.984037217,166945.74576528522,99182.93021393601,48214644.54815658
2443402.5,1977-09-16,4,1.898e+27,93738973.67969786,696331565.8218138,296211395.4637675,-1133567.6358370164,165392.05582623233,98522.01128936528,48214644.54815658
2443403.5,1977-09-17,4,1.898e+27,92605302.28918982,696496181.0072682,296309586.978599,-1133774.7167401307,163838.30529299958,97861.00373590231,48214644.54815658
2443404.5,1977-09-18,4,1.898e+27,91471425.10300702,696659242.4134392,296407117.4422311,-1133979.227275179,162284.49787771964,97199.90915773936,48214644.54815658
2443405.5,1977-09-19,4,1.898e+27,90337344.69125049,696820749.9852995,296503986.76844066,-1134181.1679773729,160730.63728980444,96538.729158061,48214644.54815658
2443406.5,1977-09-20,4,1.898e+27,89203063.6234827,696980703.6715301,296600194.87260747,-1134380.539388504,159176.72723593604,95877.46533904022,48214644.54815658
